employee_id,country,department,job_level,work_mode,tenure_years,annual_salary_eur,productivity_score,satisfaction_score,annual_cost_saving_eur,meetings_per_week,commute_hours_pw
GE-0737,Germany,Data & Analytics,Junior,Hybrid,1.0,77118.0,6.94,6.84,6000.0,3,1.9638003342199548
GE-0738,Germany,Engineering,Senior,In-Office,0.9,61925.0,7.67,6.02,0.0,14,6.64620124548784
GE-0739,Germany,Data & Analytics,Senior,Hybrid,0.5,79763.0,5.83,9.32,6000.0,4,2.610186753599052
GE-0740,Germany,Engineering,Senior,Fully Remote,6.9,50618.0,7.22,7.64,12000.0,15,0.0
GE-0741,Germany,Data & Analytics,Mid,Hybrid,2.4,54281.0,7.58,5.73,6000.0,3,1.213102494432226
GE-0742,Germany,Sales,Mid,Fully Remote,3.9,57088.0,7.7,7.17,12000.0,3,0.0
GE-0743,Germany,HR & Ops,Manager,Hybrid,1.0,58123.0,7.74,8.15,6000.0,15,1.1960890762218797
GE-0744,Germany,Engineering,Junior,Hybrid,5.0,51265.0,6.43,9.11,6000.0,16,1.221086332617161
GE-0745,Germany,Data & Analytics,Mid,Fully Remote,5.0,80900.0,8.44,9.17,12000.0,15,0.0
GE-0746,Germany,Product Management,Senior,In-Office,1.3,61635.0,7.01,4.98,0.0,3,6.6973732694205665
GE-0747,Germany,Data & Analytics,Lead,Hybrid,1.9,69583.0,7.57,6.18,6000.0,15,1.6329375681229972
GE-0748,Germany,Sales,Junior,Hybrid,0.8,57585.0,6.48,5.51,6000.0,17,1.0256432990212117
GE-0749,Germany,HR & Ops,Lead,In-Office,13.1,41332.0,6.67,6.15,0.0,4,3.65440569276788
GE-0750,Germany,HR & Ops,Mid,Hybrid,3.6,68511.0,6.54,8.1,6000.0,12,2.719005951249796
GE-0751,Germany,Engineering,Lead,Fully Remote,9.5,40141.0,6.79,8.28,12000.0,14,0.0
GE-0752,Germany,Data & Analytics,Manager,In-Office,1.3,64108.0,9.25,6.39,0.0,12,7.828852219421435
GE-0753,Germany,Data & Analytics,Lead,Hybrid,5.3,47212.0,5.95,6.92,6000.0,4,2.035198930107615
GE-0754,Germany,HR & Ops,Manager,Fully Remote,5.1,90835.0,5.06,7.03,12000.0,10,0.0
GE-0755,Germany,Data & Analytics,Junior,Fully Remote,4.1,76848.0,8.77,5.55,12000.0,7,0.0
GE-0756,Germany,HR & Ops,Lead,Hybrid,11.8,66375.0,7.35,10.0,6000.0,16,1.726645144172448
GE-0757,Germany,Product Management,Mid,Hybrid,1.8,81428.0,6.8,4.99,6000.0,13,2.3408933305650184
GE-0758,Germany,Product Management,Manager,Hybrid,0.5,53998.0,8.85,7.68,6000.0,7,2.182703408106419
GE-0759,Germany,Data & Analytics,Junior,In-Office,3.9,72065.0,6.47,9.54,0.0,12,5.572262172007697
GE-0760,Germany,Product Management,Lead,Hybrid,4.6,67598.0,9.79,7.41,6000.0,9,1.897702731304006
GE-0761,Germany,Sales,Mid,Fully Remote,3.0,68432.0,7.81,6.51,12000.0,6,0.0
GE-0762,Germany,Data & Analytics,Mid,Fully Remote,0.8,81541.0,6.41,6.26,12000.0,9,0.0
GE-0763,Germany,Engineering,Senior,Fully Remote,2.5,74522.0,9.59,6.53,12000.0,5,0.0
GE-0764,Germany,Engineering,Junior,Hybrid,1.3,68753.0,6.87,9.46,6000.0,15,2.255917470685816
GE-0765,Germany,Engineering,Lead,Fully Remote,2.0,43486.0,7.89,3.48,12000.0,9,0.0
GE-0766,Germany,Data & Analytics,Junior,Hybrid,3.6,52519.0,7.96,9.7,6000.0,11,2.915533316352445
GE-0767,Germany,Data & Analytics,Junior,Hybrid,4.8,63405.0,9.16,5.26,6000.0,6,1.6067285644283409
GE-0768,Germany,Sales,Mid,In-Office,0.9,66214.0,9.07,6.1,0.0,4,5.890360510062063
GE-0769,Germany,HR & Ops,Mid,Fully Remote,1.8,50307.0,7.04,6.16,12000.0,11,0.0
GE-0770,Germany,Sales,Senior,In-Office,1.1,96352.0,6.3,7.38,0.0,8,4.643021697399213
GE-0771,Germany,Product Management,Mid,Fully Remote,0.8,84713.0,7.55,4.4,12000.0,4,0.0
GE-0772,Germany,Data & Analytics,Mid,In-Office,5.4,72828.0,6.39,7.19,0.0,11,3.0488969015288094
GE-0773,Germany,Data & Analytics,Mid,Fully Remote,8.4,65936.0,9.42,9.84,12000.0,5,0.0
GE-0774,Germany,Data & Analytics,Junior,Hybrid,1.6,62241.0,7.76,5.36,6000.0,16,1.4137437508445756
GE-0775,Germany,Sales,Lead,Hybrid,4.9,52625.0,7.16,7.68,6000.0,5,2.019970158626994
GE-0776,Germany,Sales,Mid,Fully Remote,8.0,66007.0,7.22,5.81,12000.0,15,0.0
GE-0777,Germany,Data & Analytics,Lead,Fully Remote,6.6,68351.0,5.38,7.44,12000.0,16,0.0
GE-0778,Germany,Data & Analytics,Mid,Hybrid,0.7,48857.0,6.43,7.43,6000.0,17,2.6134156154901227
GE-0779,Germany,Data & Analytics,Lead,Hybrid,11.0,69344.0,9.04,6.44,6000.0,4,1.8435484838722518
GE-0780,Germany,Sales,Junior,Hybrid,1.7,62982.0,6.81,8.13,6000.0,14,2.2577462888266107
GE-0781,Germany,Product Management,Mid,Hybrid,1.5,40199.0,6.34,10.0,6000.0,17,1.7125228975859181
GE-0782,Germany,HR & Ops,Lead,Hybrid,0.5,53815.0,8.24,7.11,6000.0,5,1.754357583568487
GE-0783,Germany,Sales,Junior,Fully Remote,2.3,59623.0,8.42,7.88,12000.0,13,0.0
GE-0784,Germany,HR & Ops,Junior,Fully Remote,0.5,89540.0,7.86,4.86,12000.0,17,0.0
GE-0785,Germany,Product Management,Senior,Fully Remote,1.0,72235.0,8.2,5.37,12000.0,6,0.0
GE-0786,Germany,Product Management,Mid,In-Office,1.3,47639.0,6.29,7.21,0.0,8,5.059732743061318
GE-0787,Germany,HR & Ops,Lead,Hybrid,5.8,71318.0,5.89,9.63,6000.0,13,1.4205523558037227
GE-0788,Germany,HR & Ops,Lead,Hybrid,7.3,44885.0,9.4,7.93,6000.0,13,1.0791150131252263
GE-0789,Germany,Engineering,Mid,Hybrid,1.3,79075.0,7.21,6.93,6000.0,11,2.396141092806803
GE-0790,Germany,Data & Analytics,Mid,In-Office,6.8,58875.0,6.9,6.5,0.0,15,5.557953053232746
GE-0791,Germany,Data & Analytics,Junior,Fully Remote,6.8,63783.0,8.59,4.92,12000.0,5,0.0
GE-0792,Germany,Engineering,Mid,Hybrid,5.1,82235.0,8.27,8.31,6000.0,12,2.1386692638144504
GE-0793,Germany,Data & Analytics,Mid,Hybrid,0.6,48267.0,8.15,8.72,6000.0,8,1.611296993672367
GE-0794,Germany,Engineering,Lead,Hybrid,4.1,46837.0,10.0,6.72,6000.0,15,1.0094248510444823
GE-0795,Germany,Engineering,Senior,Fully Remote,10.2,57413.0,6.23,6.09,12000.0,16,0.0
GE-0796,Germany,Sales,Senior,In-Office,4.0,78499.0,8.31,6.9,0.0,17,3.10060860926537
GE-0797,Germany,Data & Analytics,Junior,In-Office,1.4,45249.0,7.27,5.84,0.0,13,5.233860794198034
GE-0798,Germany,Product Management,Mid,Hybrid,2.4,28182.0,7.92,7.3,6000.0,6,1.719649801273133
GE-0799,Germany,Product Management,Senior,Hybrid,3.6,59135.0,9.43,10.0,6000.0,17,1.7501988106367
GE-0800,Germany,Engineering,Mid,In-Office,2.5,72173.0,7.81,6.13,0.0,3,7.844839310411499
PO-0001,Poland,Product Management,Manager,In-Office,15.0,36783.0,8.48,6.2,0.0,5,5.3785203909452814
PO-0002,Poland,HR & Ops,Mid,In-Office,2.2,24250.0,7.4,5.72,0.0,3,6.306326531325458
PO-0003,Poland,HR & Ops,Junior,Fully Remote,0.5,30216.0,7.41,7.46,7000.0,12,0.0
PO-0004,Poland,Sales,Junior,Hybrid,13.3,36933.0,8.01,4.8,3500.0,15,2.7800378022975294
PO-0005,Poland,Engineering,Senior,In-Office,6.5,25169.0,5.91,6.87,0.0,5,6.936251513346814
PO-0006,Poland,HR & Ops,Lead,In-Office,0.7,33537.0,8.43,9.1,0.0,17,3.576999291404141
PO-0007,Poland,Engineering,Lead,Fully Remote,8.2,34201.0,5.49,8.65,7000.0,11,0.0
PO-0008,Poland,Product Management,Junior,Fully Remote,1.5,32076.0,5.71,5.88,7000.0,14,0.0
PO-0009,Poland,Engineering,Manager,Fully Remote,1.7,43870.0,7.07,7.54,7000.0,7,0.0
PO-0010,Poland,HR & Ops,Senior,Hybrid,8.3,31311.0,7.22,7.85,3500.0,17,2.89917353512917
PO-0011,Poland,Sales,Junior,Hybrid,2.6,38672.0,8.56,9.6,3500.0,10,1.671940614761023
PO-0012,Poland,Sales,Lead,In-Office,0.5,35316.0,7.74,2.73,0.0,3,5.797874209779367
PO-0013,Poland,HR & Ops,Manager,Fully Remote,1.6,37097.0,7.17,8.47,7000.0,9,0.0
PO-0014,Poland,Engineering,Senior,Fully Remote,4.5,50209.0,5.65,6.4,7000.0,7,0.0
PO-0015,Poland,Sales,Mid,Fully Remote,0.7,39366.0,7.03,5.69,7000.0,13,0.0
PO-0016,Poland,HR & Ops,Junior,Fully Remote,3.1,40835.0,6.94,5.64,7000.0,11,0.0
PO-0017,Poland,Product Management,Senior,Fully Remote,4.2,32183.0,7.27,4.85,7000.0,8,0.0
PO-0018,Poland,Data & Analytics,Mid,Hybrid,1.5,42759.0,7.08,6.48,3500.0,9,1.1163355174418494
PO-0019,Poland,Data & Analytics,Senior,Hybrid,4.1,42438.0,8.23,5.78,3500.0,10,2.109613516547896
PO-0020,Poland,Engineering,Lead,Hybrid,7.5,41706.0,7.18,7.67,3500.0,8,1.7309029693065472
PO-0021,Poland,Sales,Junior,Fully Remote,2.2,28810.0,7.51,7.68,7000.0,5,0.0
PO-0022,Poland,Sales,Lead,Fully Remote,1.7,33552.0,7.96,6.42,7000.0,6,0.0
PO-0023,Poland,Sales,Junior,Hybrid,1.0,48895.0,6.96,9.65,3500.0,10,2.623723399665168
PO-0024,Poland,HR & Ops,Senior,In-Office,3.2,32773.0,6.27,5.68,0.0,6,3.501206851337957
PO-0025,Poland,Data & Analytics,Senior,Fully Remote,7.4,49932.0,7.57,6.34,7000.0,12,0.0
PO-0026,Poland,HR & Ops,Lead,Hybrid,1.4,33847.0,6.01,6.69,3500.0,15,1.0462213369355844
PO-0027,Poland,Product Management,Mid,Fully Remote,1.8,39126.0,8.33,7.7,7000.0,12,0.0
PO-0028,Poland,Engineering,Mid,In-Office,1.8,36578.0,7.21,7.55,0.0,5,7.224751886363021
PO-0029,Poland,HR & Ops,Junior,Hybrid,2.9,31579.0,7.46,8.14,3500.0,6,1.7401785601399418
PO-0030,Poland,Engineering,Junior,Fully Remote,0.9,31689.0,7.66,6.61,7000.0,10,0.0
PO-0031,Poland,Product Management,Mid,Hybrid,6.0,32648.0,8.18,5.39,3500.0,12,2.8769364247316247
PO-0032,Poland,HR & Ops,Junior,Fully Remote,1.2,39125.0,7.01,6.32,7000.0,13,0.0
PO-0033,Poland,Data & Analytics,Mid,In-Office,4.3,44767.0,8.25,8.72,0.0,15,7.349529669451605
PO-0034,Poland,Engineering,Senior,Fully Remote,2.5,38632.0,6.19,8.32,7000.0,12,0.0
PO-0035,Poland,Product Management,Junior,Hybrid,3.1,37746.0,8.45,7.84,3500.0,14,2.294335544101971
PO-0036,Poland,Engineering,Lead,Hybrid,0.7,47199.0,6.31,6.82,3500.0,17,1.622678485858833
PO-0037,Poland,Engineering,Junior,In-Office,4.6,38314.0,7.81,6.48,0.0,4,3.0156082567820484
PO-0038,Poland,Data & Analytics,Mid,Fully Remote,0.7,33874.0,6.61,6.23,7000.0,15,0.0
PO-0039,Poland,Sales,Senior,Hybrid,0.5,30417.0,6.03,9.19,3500.0,14,1.1077965807875776
PO-0040,Poland,HR & Ops,Junior,Fully Remote,2.8,47655.0,7.31,5.54,7000.0,6,0.0
PO-0041,Poland,Sales,Junior,Fully Remote,4.3,35497.0,6.96,8.19,7000.0,4,0.0
PO-0042,Poland,HR & Ops,Mid,Hybrid,0.5,33603.0,5.75,6.61,3500.0,11,2.0248571027533124
PO-0043,Poland,Data & Analytics,Mid,Fully Remote,0.5,32946.0,4.46,8.78,7000.0,12,0.0
PO-0044,Poland,HR & Ops,Senior,Fully Remote,5.7,47228.0,6.82,7.44,7000.0,10,0.0
PO-0045,Poland,HR & Ops,Mid,In-Office,5.8,33645.0,9.14,5.38,0.0,12,6.783524550557348
PO-0046,Poland,Sales,Senior,Fully Remote,1.0,45528.0,7.39,6.34,7000.0,5,0.0
PO-0047,Poland,Sales,Senior,Hybrid,3.3,36249.0,6.8,8.47,3500.0,13,1.968532396219451
PO-0048,Poland,Data & Analytics,Junior,Fully Remote,2.0,28816.0,8.3,6.05,7000.0,14,0.0
PO-0049,Poland,HR & Ops,Senior,Fully Remote,3.5,35473.0,8.09,6.83,7000.0,4,0.0
PO-0050,Poland,Data & Analytics,Senior,Fully Remote,7.0,37751.0,8.53,6.03,7000.0,7,0.0
PO-0051,Poland,Data & Analytics,Junior,Hybrid,0.5,37125.0,8.42,10.0,3500.0,13,2.663196592882153
PO-0052,Poland,Engineering,Mid,Hybrid,5.3,36936.0,8.66,10.0,3500.0,6,1.9401919169030322
PO-0053,Poland,Data & Analytics,Lead,Fully Remote,2.4,35553.0,7.88,8.99,7000.0,17,0.0
PO-0054,Poland,Product Management,Mid,Fully Remote,2.9,32034.0,6.43,6.61,7000.0,6,0.0
PO-0055,Poland,HR & Ops,Mid,In-Office,3.7,38082.0,5.24,5.9,0.0,3,7.352002315529185
PO-0056,Poland,Product Management,Mid,Fully Remote,9.0,42111.0,6.37,5.63,7000.0,16,0.0
PO-0057,Poland,Engineering,Senior,In-Office,0.5,26884.0,8.53,8.8,0.0,3,5.355551774988769
PO-0058,Poland,Sales,Lead,Fully Remote,0.5,47873.0,6.54,8.2,7000.0,3,0.0
PO-0059,Poland,Engineering,Junior,Hybrid,0.7,9906.0,7.43,8.87,3500.0,11,2.8934158300677764
PO-0060,Poland,Sales,Mid,Fully Remote,15.0,38572.0,5.6,6.43,7000.0,9,0.0
PO-0061,Poland,HR & Ops,Junior,In-Office,4.4,41542.0,6.54,3.86,0.0,16,6.755736219757205
PO-0062,Poland,Product Management,Lead,Hybrid,3.3,33415.0,7.59,5.11,3500.0,11,2.8786700314859734
PO-0063,Poland,Product Management,Senior,Fully Remote,0.5,21844.0,7.59,6.89,7000.0,11,0.0
PO-0064,Poland,Product Management,Senior,Fully Remote,7.4,37265.0,6.45,6.02,7000.0,3,0.0
PO-0065,Poland,Product Management,Junior,Hybrid,5.9,39290.0,6.97,6.44,3500.0,17,1.0281593265657814
PO-0066,Poland,Sales,Junior,Hybrid,3.8,29270.0,8.61,7.92,3500.0,16,2.2082178023016943
PO-0067,Poland,Product Management,Junior,Fully Remote,1.4,31691.0,7.39,8.32,7000.0,10,0.0
PO-0068,Poland,HR & Ops,Junior,Fully Remote,0.5,45317.0,7.54,5.75,7000.0,4,0.0
PO-0069,Poland,Product Management,Junior,Hybrid,3.0,38894.0,9.43,5.44,3500.0,11,1.558170272302567
PO-0070,Poland,HR & Ops,Senior,Fully Remote,4.5,26534.0,6.39,5.78,7000.0,8,0.0
PO-0071,Poland,Engineering,Mid,Hybrid,0.5,41419.0,7.54,5.83,3500.0,13,2.7556652071516288
PO-0072,Poland,Sales,Manager,Hybrid,3.5,30928.0,8.26,8.29,3500.0,12,1.689573857309073
PO-0073,Poland,Product Management,Mid,In-Office,1.2,32112.0,6.15,6.49,0.0,6,5.813557716711014
PO-0074,Poland,Sales,Manager,In-Office,5.1,39502.0,7.47,9.32,0.0,3,4.124484028652036
PO-0075,Poland,Data & Analytics,Senior,In-Office,2.7,38794.0,7.23,7.6,0.0,13,6.096756529681494
PO-0076,Poland,Sales,Junior,Fully Remote,0.5,34940.0,10.0,9.52,7000.0,14,0.0
PO-0077,Poland,Product Management,Manager,In-Office,2.6,34168.0,7.32,4.39,0.0,15,5.3010330907830765
PO-0078,Poland,Sales,Mid,Fully Remote,1.8,36094.0,8.39,1.92,7000.0,6,0.0
PO-0079,Poland,HR & Ops,Mid,Hybrid,0.7,32067.0,8.6,7.76,3500.0,15,1.3754561509965473
PO-0080,Poland,Data & Analytics,Lead,Hybrid,6.4,46276.0,6.21,7.58,3500.0,7,1.5163163353169566
PO-0081,Poland,HR & Ops,Junior,Fully Remote,0.5,26074.0,5.14,6.62,7000.0,4,0.0
PO-0082,Poland,Product Management,Junior,In-Office,1.3,36169.0,7.5,6.64,0.0,15,4.216365422353493
PO-0083,Poland,HR & Ops,Senior,Fully Remote,0.5,26909.0,8.51,5.11,7000.0,4,0.0
PO-0084,Poland,Product Management,Lead,Hybrid,0.5,45114.0,7.95,8.24,3500.0,5,2.980748859157725
PO-0085,Poland,Data & Analytics,Senior,Hybrid,1.2,36158.0,7.69,8.5,3500.0,16,1.674005582674517
PO-0086,Poland,Product Management,Mid,Hybrid,0.5,29969.0,7.26,5.6,3500.0,6,2.266057810815485
PO-0087,Poland,Product Management,Mid,Fully Remote,3.2,43206.0,5.41,6.27,7000.0,4,0.0
PO-0088,Poland,Data & Analytics,Junior,Hybrid,0.5,20581.0,6.45,6.96,3500.0,14,2.31159255979944
PO-0089,Poland,Engineering,Mid,In-Office,4.2,40135.0,5.25,5.49,0.0,5,3.5392788807675726
PO-0090,Poland,HR & Ops,Mid,Fully Remote,0.5,46750.0,5.68,5.06,7000.0,14,0.0
PO-0091,Poland,Engineering,Manager,Hybrid,0.5,39365.0,6.97,7.42,3500.0,6,1.7656484159270076
PO-0092,Poland,Data & Analytics,Mid,Fully Remote,1.3,34151.0,7.93,7.19,7000.0,3,0.0
PO-0093,Poland,Engineering,Mid,Hybrid,7.9,28559.0,7.07,6.48,3500.0,4,2.944191986424622
PO-0094,Poland,Data & Analytics,Mid,In-Office,3.6,46227.0,7.51,4.86,0.0,9,4.688779935661145
PO-0095,Poland,HR & Ops,Junior,Hybrid,5.1,45048.0,7.76,8.02,3500.0,6,2.0831909255966856
PO-0096,Poland,Product Management,Mid,Hybrid,0.5,33095.0,8.2,6.25,3500.0,3,1.9249804208111867
PO-0097,Poland,Sales,Junior,Fully Remote,6.3,33298.0,5.76,6.34,7000.0,9,0.0
PO-0098,Poland,Product Management,Senior,Hybrid,0.5,47019.0,8.87,6.75,3500.0,4,1.3433879862569824
PO-0099,Poland,Data & Analytics,Senior,Fully Remote,0.8,42040.0,5.31,8.67,7000.0,13,0.0
PO-0100,Poland,Sales,Senior,Fully Remote,3.4,24422.0,6.46,5.72,7000.0,13,0.0
PO-0101,Poland,Data & Analytics,Junior,Fully Remote,1.6,36513.0,6.97,9.39,7000.0,9,0.0
PO-0102,Poland,Product Management,Junior,Hybrid,14.5,36233.0,8.51,8.53,3500.0,15,1.2909828944956527
PO-0103,Poland,Data & Analytics,Lead,Hybrid,0.5,39882.0,9.26,10.0,3500.0,8,2.2919285249983226
PO-0104,Poland,Data & Analytics,Junior,Fully Remote,15.0,38046.0,7.92,7.8,7000.0,11,0.0
PO-0105,Poland,HR & Ops,Junior,Fully Remote,3.4,34103.0,8.7,6.47,7000.0,14,0.0
PO-0106,Poland,HR & Ops,Senior,Fully Remote,2.9,39356.0,6.0,5.42,7000.0,10,0.0
PO-0107,Poland,HR & Ops,Senior,In-Office,0.5,34597.0,8.63,5.97,0.0,17,5.767147805818637
PO-0108,Poland,Data & Analytics,Mid,Hybrid,1.1,63948.0,8.82,9.63,3500.0,10,2.8492456356850573
PO-0109,Poland,HR & Ops,Mid,Fully Remote,9.1,38933.0,4.12,6.73,7000.0,6,0.0
PO-0110,Poland,HR & Ops,Lead,Fully Remote,1.5,37888.0,6.74,7.79,7000.0,10,0.0
PO-0111,Poland,Engineering,Lead,In-Office,3.8,52005.0,7.92,6.81,0.0,7,7.443466073923991
PO-0112,Poland,Sales,Mid,Fully Remote,15.0,27631.0,6.38,7.17,7000.0,6,0.0
PO-0113,Poland,HR & Ops,Mid,Hybrid,1.1,37164.0,6.3,7.83,3500.0,14,1.73248236226723
PO-0114,Poland,Product Management,Lead,Fully Remote,3.0,30783.0,9.54,7.54,7000.0,11,0.0
PO-0115,Poland,Product Management,Senior,In-Office,4.2,42826.0,7.33,5.28,0.0,9,7.140297713664381
PO-0116,Poland,Product Management,Mid,In-Office,0.6,34243.0,7.37,6.09,0.0,13,3.168251660675283
PO-0117,Poland,Engineering,Mid,Hybrid,0.6,42409.0,6.03,7.86,3500.0,3,1.8909553661666916
PO-0118,Poland,Engineering,Mid,Fully Remote,2.1,41861.0,6.27,7.05,7000.0,5,0.0
PO-0119,Poland,Engineering,Mid,Fully Remote,1.7,43931.0,5.92,6.11,7000.0,8,0.0
PO-0120,Poland,Product Management,Junior,Fully Remote,4.4,41986.0,8.29,7.42,7000.0,4,0.0
PO-0121,Poland,Data & Analytics,Mid,Hybrid,0.5,36297.0,8.21,6.24,3500.0,8,2.455186686609487
PO-0122,Poland,Product Management,Mid,Fully Remote,12.5,27378.0,6.32,4.97,7000.0,12,0.0
PO-0123,Poland,HR & Ops,Mid,Fully Remote,0.5,45669.0,7.67,7.24,7000.0,8,0.0
PO-0124,Poland,HR & Ops,Junior,Hybrid,3.2,48709.0,7.3,5.6,3500.0,17,2.749403968653424
PO-0125,Poland,Engineering,Junior,Hybrid,2.9,30872.0,7.88,7.82,3500.0,4,1.0432958051744958
PO-0126,Poland,Engineering,Junior,Fully Remote,0.5,43593.0,7.28,3.87,7000.0,10,0.0
PO-0127,Poland,HR & Ops,Junior,Fully Remote,0.6,29105.0,7.5,5.71,7000.0,13,0.0
PO-0128,Poland,HR & Ops,Senior,In-Office,5.5,39546.0,7.56,6.01,0.0,7,6.335951723212805
PO-0129,Poland,Product Management,Senior,Hybrid,7.6,41112.0,8.11,4.99,3500.0,13,1.3441997052997243
PO-0130,Poland,HR & Ops,Lead,Hybrid,1.2,34761.0,9.11,6.84,3500.0,7,2.9239553094682518
PO-0131,Poland,Product Management,Senior,Hybrid,2.0,38723.0,8.37,9.18,3500.0,17,1.056914783687845
PO-0132,Poland,Sales,Mid,Fully Remote,1.5,44446.0,6.6,4.89,7000.0,3,0.0
PO-0133,Poland,Data & Analytics,Lead,Fully Remote,0.5,37168.0,6.88,6.28,7000.0,16,0.0
PO-0134,Poland,Sales,Senior,Fully Remote,3.9,32869.0,8.48,9.35,7000.0,7,0.0
PO-0135,Poland,HR & Ops,Mid,In-Office,6.1,28699.0,7.33,4.91,0.0,4,4.457888583799654
PO-0136,Poland,Data & Analytics,Senior,Hybrid,1.3,35030.0,7.15,9.5,3500.0,10,2.7502441147029004
PO-0137,Poland,Sales,Mid,Fully Remote,15.0,29072.0,6.24,6.38,7000.0,11,0.0
PO-0138,Poland,Engineering,Senior,In-Office,0.5,35132.0,7.53,6.65,0.0,15,5.078671241616936
PO-0139,Poland,HR & Ops,Mid,Fully Remote,3.8,34464.0,5.97,8.74,7000.0,7,0.0
PO-0140,Poland,Product Management,Senior,In-Office,2.1,44111.0,8.74,5.77,0.0,5,6.997893220510015
PO-0141,Poland,Sales,Junior,In-Office,2.1,38558.0,5.95,7.45,0.0,15,4.6633649326516196
PO-0142,Poland,Engineering,Junior,Fully Remote,2.1,57359.0,8.77,8.13,7000.0,9,0.0
PO-0143,Poland,HR & Ops,Mid,Fully Remote,1.0,22697.0,6.66,5.82,7000.0,17,0.0
PO-0144,Poland,HR & Ops,Mid,Hybrid,4.4,40382.0,6.31,6.26,3500.0,5,1.5334068612744285
PO-0145,Poland,Engineering,Junior,Hybrid,4.5,34568.0,7.83,7.06,3500.0,7,1.1984577921653532
PO-0146,Poland,Engineering,Junior,Hybrid,1.2,30734.0,6.46,7.1,3500.0,4,1.6448905803697078
PO-0147,Poland,Sales,Senior,In-Office,6.3,37774.0,7.24,4.88,0.0,4,7.676089050854375
PO-0148,Poland,Data & Analytics,Junior,Hybrid,1.3,37205.0,6.91,6.44,3500.0,16,2.002792957190649
PO-0149,Poland,Product Management,Junior,Fully Remote,4.5,46191.0,8.13,1.6,7000.0,3,0.0
PO-0150,Poland,HR & Ops,Mid,Fully Remote,0.5,38694.0,7.16,6.3,7000.0,3,0.0
PO-0151,Poland,Sales,Manager,Hybrid,0.6,32735.0,6.17,8.74,3500.0,8,1.1768751746710049
PO-0152,Poland,HR & Ops,Mid,Fully Remote,1.3,40540.0,6.28,4.3,7000.0,11,0.0
PO-0153,Poland,Data & Analytics,Mid,Hybrid,3.2,36255.0,8.45,6.71,3500.0,16,2.626286780598673
PO-0154,Poland,Product Management,Mid,Fully Remote,3.6,29446.0,8.54,10.0,7000.0,7,0.0
PO-0155,Poland,Data & Analytics,Junior,Fully Remote,1.8,36111.0,6.95,6.77,7000.0,13,0.0
PO-0156,Poland,HR & Ops,Mid,Fully Remote,0.5,39755.0,5.75,8.84,7000.0,6,0.0
PO-0157,Poland,Engineering,Lead,Hybrid,1.6,38549.0,8.86,5.88,3500.0,3,2.600821724987356
PO-0158,Poland,Data & Analytics,Manager,Fully Remote,4.1,40510.0,7.84,7.47,7000.0,9,0.0
PO-0159,Poland,Engineering,Senior,Hybrid,3.9,33999.0,9.17,5.63,3500.0,11,1.2179999797259522
PO-0160,Poland,Engineering,Senior,Hybrid,0.6,40414.0,7.95,8.0,3500.0,8,1.197314753465618
PO-0161,Poland,Product Management,Senior,Hybrid,0.5,38913.0,6.98,8.66,3500.0,13,1.6331926968252934
PO-0162,Poland,HR & Ops,Mid,Hybrid,4.9,38975.0,8.22,8.31,3500.0,7,2.9565389719979764
PO-0163,Poland,HR & Ops,Mid,Fully Remote,0.5,38246.0,7.39,6.28,7000.0,14,0.0
PO-0164,Poland,Product Management,Lead,Hybrid,0.5,54538.0,6.91,7.81,3500.0,5,1.7359701543735733
PO-0165,Poland,Data & Analytics,Mid,Fully Remote,0.5,46437.0,7.24,7.23,7000.0,16,0.0
PO-0166,Poland,Engineering,Lead,Hybrid,2.0,40245.0,7.37,8.4,3500.0,14,1.0086881355681798
PO-0167,Poland,Sales,Mid,Fully Remote,2.4,31918.0,7.89,6.61,7000.0,14,0.0
PO-0168,Poland,Data & Analytics,Mid,Hybrid,3.6,35778.0,8.19,8.8,3500.0,7,1.3856055893532133
PO-0169,Poland,Sales,Senior,In-Office,1.2,50280.0,5.94,8.65,0.0,13,5.135532814185212
PO-0170,Poland,HR & Ops,Junior,Hybrid,4.3,33722.0,6.22,6.92,3500.0,3,1.3816189828926142
PO-0171,Poland,Sales,Mid,Hybrid,0.6,36740.0,7.49,7.47,3500.0,16,1.84495750112282
PO-0172,Poland,Data & Analytics,Manager,Hybrid,6.2,36317.0,7.64,6.04,3500.0,12,1.8281356515356328
PO-0173,Poland,Engineering,Mid,Fully Remote,3.0,40796.0,7.91,7.31,7000.0,7,0.0
PO-0174,Poland,Data & Analytics,Senior,In-Office,3.1,34681.0,7.82,7.02,0.0,12,4.769014153219878
PO-0175,Poland,Data & Analytics,Junior,Fully Remote,0.8,39344.0,8.75,6.89,7000.0,14,0.0
PO-0176,Poland,Engineering,Mid,In-Office,0.5,34851.0,6.64,6.7,0.0,8,6.9026028793480325
PO-0177,Poland,Data & Analytics,Senior,Hybrid,2.2,47990.0,6.97,10.0,3500.0,16,1.9109423414587352
PO-0178,Poland,HR & Ops,Lead,Hybrid,3.3,32784.0,6.45,3.07,3500.0,4,2.7469463421120084
PO-0179,Poland,Data & Analytics,Junior,Hybrid,0.5,45430.0,8.5,6.66,3500.0,17,1.9751968760991219
PO-0180,Poland,HR & Ops,Junior,Hybrid,10.5,33553.0,7.63,6.88,3500.0,6,1.2137667501740628
PO-0181,Poland,Engineering,Mid,Hybrid,13.8,31512.0,5.38,9.59,3500.0,5,2.2452520547238386
